t (s),T0 (C),T1 (C)
4170,139,36
4175,138,36
4180,139,36
4185,138,36
4190,138,36
4195,138,36
4200,138,36
4205,138,36
4210,137,36
4215,137,36
4220,136,36
4225,136,36
4230,136,36
4235,136,36
4240,135,36
4245,135,36
4250,135,36
4255,135,36
4260,135,36
4265,135,36
4270,134,36
4275,135,36
4280,134,36
4285,134,36
4290,134,36
4295,134,36
4300,133,36
4305,133,36
4310,133,36
4315,133,36
4320,132,36
4325,132,36
4330,132,36
4335,132,36
4340,132,36
4345,132,36
4350,132,36
4355,132,36
4360,132,36
4365,131,36
4370,131,36
4375,130,36
4380,130,36
4385,130,36
4390,130,36
4395,130,36
4400,129,36
4405,129,36
4410,129,36
4415,129,36
4420,129,36
4425,128,36
4430,128,36
4435,128,36
4440,128,36
4445,128,36
4450,128,36
4455,128,36
4460,127,36
4465,127,36
4470,127,35
4475,127,36
4480,127,35
4485,126,36
4490,126,36
4495,126,36
4500,126,36
4505,126,35
4510,125,36
4515,125,35
4520,125,35
4525,125,35
4530,125,35
4535,124,35
4540,124,35
4545,124,35
4550,124,35
4555,124,35
4560,123,35
4565,123,35
4570,123,35
4575,123,35
4580,123,35
4585,123,35
4590,122,35
4595,122,35
4600,122,35
4605,122,35
4610,122,35
4615,121,35
4620,121,35
4625,121,35
4630,121,35
4635,121,35
4640,120,35
4645,120,35
4650,120,35
4655,120,35
4660,120,35
4665,119,35
4670,119,35
4675,119,35
4680,119,35
4685,119,35
4690,119,35
4695,118,35
4700,118,35
4705,118,35
4710,118,35
4715,118,35
4720,117,35
4725,117,35
4730,117,35
4735,117,35
4740,117,35
4745,116,35
4750,116,35
4755,116,35
4760,116,35
4765,116,35
4770,115,35
4775,115,35
4780,115,35
4785,115,35
4790,115,35
4795,115,35
4800,114,35
4805,114,35
4810,114,35
4815,114,35
4820,114,35
4825,113,35
4830,113,35
4835,113,35
4840,113,35
4845,113,35
4850,113,35
4855,112,35
4860,112,35
4865,112,35
4870,112,35
4875,112,35
4880,111,35
4885,111,35
4890,111,35
4895,111,35
4900,111,35
4905,110,35
4910,110,34
4915,110,34
4920,110,34
4925,110,34
4930,110,34
4935,109,34
4940,109,34
4945,109,34
4950,109,34
4955,109,34
4960,109,34
4965,108,34
4970,108,34
4975,108,34
4980,108,34
4985,108,34
4990,108,34
4995,107,34
5000,107,34
5005,107,34
5010,107,34
5015,107,34
5020,107,34
5025,106,34
5030,106,34
5035,106,34
5040,106,34
5045,106,34
5050,105,34
5055,105,34
5060,105,34
5065,105,34
5070,105,34
5075,104,34
5080,104,34
5085,104,34
5090,104,34
5095,104,34
5100,104,34
5105,104,34
5110,103,34
5115,103,34
5120,103,34
5125,103,34
5130,103,34
5135,103,34
5140,103,34
5145,102,34
5150,102,34
5155,102,34
5160,102,34
5165,102,34
5170,101,34
5175,101,34
5180,101,34
5185,101,34
5190,101,34
5195,101,34
5200,101,34
5205,100,33
5210,100,33
5215,100,33
5220,100,33
5225,100,33
