t (s),T0 (C),T1 (C)
9205,83,28
9210,83,28
9215,83,28
9220,83,28
9225,83,28
9230,83,28
9235,84,28
9240,84,28
9245,84,28
9250,84,28
9255,84,28
9260,85,28
9265,85,28
9270,85,28
9275,85,28
9280,85,28
9285,86,28
9290,86,28
9295,86,28
9300,86,28
9305,86,28
9310,86,28
9315,86,28
9320,86,28
9325,86,28
9330,87,28
9335,87,28
9340,87,28
9345,87,28
9350,87,28
9355,87,28
9360,87,28
9365,87,28
9370,88,28
9375,88,28
9380,88,28
9385,88,28
9390,88,28
9395,89,28
9400,89,28
9405,89,28
9410,89,28
9415,90,28
9420,90,28
9425,90,28
9430,90,28
9435,90,28
9440,90,28
9445,90,28
9450,90,28
9455,90,28
9460,90,28
9465,90,28
9470,91,28
9475,91,28
9480,91,28
9485,91,28
9490,91,28
9495,91,28
9500,91,28
9505,92,28
9510,92,28
9515,92,28
9520,93,28
9525,93,28
9530,93,28
9535,93,28
9540,93,28
9545,94,28
9550,94,28
9555,94,28
9560,93,28
9565,94,28
9570,93,28
9575,94,28
9580,94,28
9585,94,28
9590,95,28
9595,95,28
9600,95,28
9605,95,28
9610,95,28
9615,95,28
9620,95,28
9625,96,28
9630,95,28
9635,96,28
9640,96,28
9645,96,28
9650,97,28
9655,97,28
9660,97,28
9665,97,28
9670,97,28
9675,97,28
9680,97,28
9685,98,28
9690,98,28
9695,98,29
9700,98,28
9705,98,28
9710,98,29
9715,98,28
9720,98,29
9725,98,29
9730,98,29
9735,99,29
9740,99,29
9745,99,29
9750,99,28
9755,100,29
9760,100,29
9765,100,28
9770,100,29
9775,100,29
9780,100,29
9785,101,29
9790,101,29
9795,101,29
9800,101,29
9805,101,29
9810,101,29
9815,101,29
9820,101,29
9825,101,29
9830,102,29
9835,101,29
9840,102,29
9845,102,29
9850,103,29
9855,103,29
9860,103,29
9865,103,29
9870,103,29
9875,103,29
9880,104,29
9885,104,29
9890,104,29
9895,104,29
9900,104,29
9905,104,29
9910,104,29
9915,105,29
9920,105,29
9925,105,29
9930,105,29
9935,105,29
9940,105,29
9945,105,29
9950,105,29
9955,105,29
9960,105,29
9965,106,29
9970,106,29
9975,106,29
9980,106,29
9985,107,29
9990,107,29
9995,107,29
10000,107,29
10005,107,29
10010,108,29
10015,108,29
10020,108,29
10025,108,29
10030,108,29
10035,109,29
10040,108,29
10045,109,29
10050,109,29
10055,109,29
10060,109,29
